name,duration,duration_stdev,duration_median,duration_min,duration_max,memory,memory_stdev,memory_median,memory_min,memory_max,num_warnings,num_warnings_stdev,num_warnings_median,num_warnings_min,num_warnings_max,num_locks_mean,num_locks_stdev,num_locks_median,num_locks_max,num_locks_min,num_accesses_mean,num_accesses_stdev,num_accesses_median,num_accesses_max,num_accesses_min,num_atomic_stores_mean,num_atomic_stores_stdev,num_atomic_stores_median,num_atomic_stores_max,num_atomic_stores_min,context_switches,context_switches_stdev,migrations,migrations_stdev,page_faults,page_faults_stdev,instructions,instructions_stdev,branches,branches_stdev,branch_misses,branch_misses_stdev,branch_miss_rate,branch_miss_rate_stdev,l1_loads,l1_loads_stdev,l1_load_misses,l1_load_misses_stdev,l1_miss_rate,l1_miss_rate_stdev,llc_loads,llc_loads_stdev,llc_load_misses,llc_load_misses_stdev,llc_miss_rate,llc_miss_rate_stdev
DRB063,83,15.670212364724211,90.0,50,100,48713.2,2160.965257574597,48808.0,45080,52300,0,0.0,0.0,0,0,178.6,0.9660917830792959,178.0,178,180,1218,0.0,1218.0,1218,1218,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1921536767.2,684266292.0271672,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB064,81,17.919573407620817,80.0,50,110,46956.4,1846.0388343092293,47132.0,44876,49836,0,0.0,0.0,0,0,179.2,1.0327955589886444,180.0,178,180,1022,0.0,1022.0,1022,1022,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1588374913.2,673632003.4849701,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB065,110,19.436506316151,105.0,80,140,47212,2409.2931190150634,46784.0,44700,51808,0,0.0,0.0,0,0,178.6,0.9660917830792959,178.0,178,180,693,0.0,693.0,693,693,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,3951579383.2,709467793.3745348,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB066,90,14.142135623730951,90.0,70,120,48117.2,2864.070172945411,49106.0,42824,51344,0,0.0,0.0,0,0,179,1.0540925533894598,179.0,178,180,1413,0.0,1413.0,1413,1413,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1858156985.9,600585314.9958321,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB067,91,22.335820757001272,90.0,50,120,49449.2,1422.578628953618,50082.0,47548,51360,0,0.0,0.0,0,0,178.6,0.9660917830792959,178.0,178,180,2598,0.0,2598.0,2598,2598,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2070732584.5,897491942.8976634,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB068,90,20.548046676563256,90.0,60,120,47826.8,2768.7359651011225,48464.0,43528,51888,0,0.0,0.0,0,0,178.6,0.9660917830792959,178.0,178,180,3708,0.0,3708.0,3708,3708,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2120210257.9,911803103.4066042,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB069,87,20.575065816014618,80.0,70,130,49502,1443.4800541284478,50018.0,47496,51532,0,0.0,0.0,0,0,182.2,1.0327955589886444,183.0,181,183,506,0.0,506.0,506,506,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1933018017.6,967087646.9343277,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB070,14,6.99205898780101,10.0,10,30,23710,1151.6037127029033,23714.0,22172,25648,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,30946807,1164.6735355645567,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB071,97,15.670212364724211,95.0,80,120,48980.4,2317.0237230838475,49736.0,45000,51248,0,0.0,0.0,0,0,179.4,0.9660917830792959,180.0,178,180,1551,0.0,1551.0,1551,1551,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2294160261.5,634771012.9856967,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB072,112,30.11090610836324,105.0,70,160,48470.4,2064.2344397432726,49250.0,44768,50928,0,0.0,0.0,0,0,181.5,0.8498365855987975,182.0,180,182,257.7,0.9486832980505138,258.0,255,258,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,4007720178.6,1407265706.9888399,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
