name,duration,duration_stdev,duration_median,duration_min,duration_max,memory,memory_stdev,memory_median,memory_min,memory_max,num_warnings,num_warnings_stdev,num_warnings_median,num_warnings_min,num_warnings_max,context_switches,context_switches_stdev,migrations,migrations_stdev,page_faults,page_faults_stdev,instructions,instructions_stdev,branches,branches_stdev,branch_misses,branch_misses_stdev,branch_miss_rate,branch_miss_rate_stdev,l1_loads,l1_loads_stdev,l1_load_misses,l1_load_misses_stdev,l1_miss_rate,l1_miss_rate_stdev,llc_loads,llc_loads_stdev,llc_load_misses,llc_load_misses_stdev,llc_miss_rate,llc_miss_rate_stdev
DRACC_OMP_029,76,9.66091783079296,75.0,60,90,54276.8,1755.8909609274338,54192.0,50564,57076,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1507183668.7,377044420.1589167,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_030,83,14.944341180973263,80.0,70,110,54049.6,2449.381745121273,53784.0,49220,57272,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1771656864.1,708184406.2122971,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_031,87,13.374935098492585,85.0,70,110,54282.4,1975.3118009851282,54062.0,51452,58328,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1808438923.6,500897835.5747712,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_032,92,18.135294011647257,90.0,70,130,54099.2,2617.0686230547676,54616.0,49760,57704,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2025688237.4,636673398.5064783,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_033,76,10.749676997731399,80.0,60,90,52962,2865.8735336911,52270.0,49592,57524,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1521764247.4,416847926.9541274,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_034,123,10.593499054713803,125.0,110,140,57769.6,3411.949302736552,58198.0,53360,64488,3,0.0,3.0,3,3,0,0.0,0,0.0,0,0.0,6223950303,860928550.892706,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_035,69,5.676462121975467,70.0,60,80,28916.4,1027.1469872093933,28888.0,27384,30728,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,289829630.8,28670.346879271932,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_036,66,5.163977794943222,70.0,60,70,46240.4,3457.1744146532924,46228.0,41988,51168,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,178925460.2,74512.46205210687,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_037,40,0.0,40.0,40,40,44629.6,2694.004008905703,45442.0,40716,48328,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,74787830.7,178615.9702602517,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_038,40,0.0,40.0,40,40,44752.4,1136.7250424892654,44886.0,42532,46460,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,74780980.2,84548.5243393139,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
