name,duration,duration_stdev,duration_median,duration_min,duration_max,memory,memory_stdev,memory_median,memory_min,memory_max,num_warnings,num_warnings_stdev,num_warnings_median,num_warnings_min,num_warnings_max,context_switches,context_switches_stdev,migrations,migrations_stdev,page_faults,page_faults_stdev,instructions,instructions_stdev,branches,branches_stdev,branch_misses,branch_misses_stdev,branch_miss_rate,branch_miss_rate_stdev,l1_loads,l1_loads_stdev,l1_load_misses,l1_load_misses_stdev,l1_miss_rate,l1_miss_rate_stdev,llc_loads,llc_loads_stdev,llc_load_misses,llc_load_misses_stdev,llc_miss_rate,llc_miss_rate_stdev
DRB105,1086,41.95235392680606,1080.0,1020,1150,98351.2,2303.138573531538,97372.0,95532,102328,0.3,0.6749485577105528,0.0,0,2,0,0.0,0,0.0,0,0.0,23668884754.6,1829440465.8893182,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB106,280,58.309518948453004,260.0,210,390,51744.4,1767.92302497089,51418.0,48980,54908,23.4,3.025814858109391,24.5,19,27,0,0.0,0,0.0,0,0.0,14040105580.6,3518752184.4422874,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB107,83,14.944341180973263,90.0,60,100,45051.2,1971.7992234955814,45322.0,40820,47192,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2792581521.4,802534773.2050725,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB108,70,18.856180831641268,65.0,40,100,44842.8,1116.6362980945148,45258.0,42904,45884,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1598022864.9,719670227.6606978,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB109,132,22.50925735484551,135.0,100,170,44842.8,1404.069070792301,44686.0,42296,47600,1.1,0.31622776601683794,1.0,1,2,0,0.0,0,0.0,0,0.0,3629409510.1,655456698.8784472,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB110,80,12.47219128924647,75.0,70,100,44583.6,1481.3044701658514,44742.0,41852,47168,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1565002468.9,301312182.0477946,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB111,112,13.98411797560202,120.0,90,130,45972.4,667.3341991336375,45958.0,45168,47416,4.2,0.6324555320336759,4.0,4,6,0,0.0,0,0.0,0,0.0,3371463852.3,888146941.4605559,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB112,102,27.80887148615228,105.0,60,150,44573.2,2319.2228966713064,44360.0,40816,47592,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2928361181.8,1196463934.0386758,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB113,91,24.244128727957577,90.0,60,140,45167.6,1599.0635592954604,45620.0,42096,47376,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2593589018.5,909622668.5846217,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB114,21,3.1622776601683795,20.0,20,30,25767.2,1342.514787834963,26034.0,22512,26992,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,46734029.9,1852.8040281332148,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB115,111,11.00504934614612,115.0,90,120,45020,1313.4111652064212,44976.0,42180,46608,1,0.0,1.0,1,1,0,0.0,0,0.0,0,0.0,3742834904.7,772634919.3409632,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB116,99,3.1622776601683795,100.0,90,100,59061.6,1261.5027370384717,59066.0,56016,60828,1,0.0,1.0,1,1,0,0.0,0,0.0,0,0.0,426847229.3,3215914.4076432013,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB117,22,4.216370213557839,20.0,20,30,26674.4,1191.7750719922876,26520.0,24956,28904,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,49767498.1,90605.99123242962,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB118,77,20.027758514399736,75.0,50,110,44471.2,1313.4555611481917,44564.0,42632,47052,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1759318679.3,829350348.6128715,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB119,101,11.00504934614612,100.0,90,120,44764.4,2686.2934066603125,45478.0,41132,47820,1,0.0,1.0,1,1,0,0.0,0,0.0,0,0.0,3664850195.9,812477231.1588916,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB120,102,28.982753492378876,100.0,70,160,40539.6,94.10065532892602,40558.0,40340,40660,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2245609020,752219061.7364137,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB121,102,21.499353995462798,110.0,70,130,41326.8,1755.53175229995,40562.0,40340,45452,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2808098003.3,927746173.3489107,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB122,79,17.28840330651992,75.0,50,110,41023.6,1139.0935187439372,40662.0,40500,44252,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1450214554.8,557399702.0733364,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB123,135,42.49182927993987,130.0,90,240,41527.6,978.4403916437628,41224.0,41068,44300,1.1,0.31622776601683794,1.0,1,2,0,0.0,0,0.0,0,0.0,5933376905.7,2259847759.7972026,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB124,90,16.32993161855452,90.0,70,120,40559.6,101.98823461556731,40560.0,40424,40772,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1766084743.1,619724622.2580388,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
